age,hh_fthr_frm,hh_size96,hh_land,landrich,hh_cattle,hh_stock,hh_plow_any,fthr_ed0,fthr_ed,mthr_ed0,mthr_ed,no_fthr96,no_mthr96,orphan96,abd,vote05
25,1,8,6,0,0,0,0,0,10,1,0,0,0,0,1,0
29,1,5,49.40000153,0,0,0,0,0,7,0,4,1,0,0,1,1
19,1,7,7.409999847,0,0,0,0,0,10,0,7,1,0,0,0,1
23,1,7,99,1,0,0,0,0,4,0,4,1,1,1,1,1
25,1,9,10,0,0,0,0,1,0,0,4,0,0,0,0,0
14,1,3,74.09999847,1,4,5,1,0,7,1,0,0,1,0,1,NA
29,1,16,100,1,21,15,1,0,12,0,10,0,0,0,1,1
24,0,17,10,0,11,5,1,0,7,0,4,0,0,0,0,0
27,1,5,35.59070587,0,0,15,1,0,12,0,7,1,0,0,1,1
23,1,5,35.59070587,0,0,15,1,1,0,1,0,1,0,0,0,1
25,1,2,6,0,0,0,0,0,4,1,0,0,0,0,1,0
17,1,4,15,0,0,0,0,1,0,1,0,0,0,0,0,0
15,1,6,10,0,50,20,1,0,4,0,4,0,0,0,0,NA
18,1,5,3,0,0,0,0,0,12,0,7,0,0,0,0,NA
26,1,14,6,0,0,0,0,0,10,0,7,1,0,0,1,0
16,1,6,29.63999939,0,0,0,0,0,7,0,15,1,0,0,0,NA
16,1,8,30,0,0,0,0,0,10,1,0,0,0,0,0,NA
24,1,7,30,0,5,30,1,0,7,0,4,0,0,0,1,1
30,1,8,100,1,85,160,1,0,7,0,4,1,0,0,1,0
16,1,5,16,0,0,0,0,0,7,0,7,0,1,0,0,NA
25,1,4,3,0,0,0,0,0,4,0,4,0,1,0,0,0
20,1,4,3,0,0,0,0,0,4,1,0,0,0,0,0,1
22,1,10,18,0,0,6,1,0,7,0,4,0,0,0,1,1
20,1,10,18,0,0,6,1,0,7,0,4,0,0,0,1,0
18,1,15,12,0,5,5,1,0,7,1,0,0,0,0,0,0
18,1,7,100,1,0,0,0,0,4,1,0,1,0,0,1,0
16,1,7,100,1,0,0,0,0,4,1,0,1,0,0,1,NA
25,1,2,5,0,0,5,0,0,4,0,4,0,0,0,0,0
20,1,14,10,0,22,24,1,0,10,1,0,0,0,0,0,1
29,1,7,61.75,1,20,15,1,0,4,1,0,1,1,1,1,0
25,1,8,7.409999847,0,0,0,0,0,4,0,4,0,1,0,0,1
17,1,8,7,0,78,2,1,0,4,1,0,0,0,0,1,NA
20,1,8,15,0,0,0,0,0,10,1,0,0,0,0,0,0
16,1,7,6,0,1,2,0,0,7,0,7,0,0,0,0,NA
17,1,14,7.909046173,0,60,17,1,0,10,1,0,0,1,0,0,0
29,1,14,7.909046173,0,60,17,1,1,0,1,0,0,0,0,0,1
14,0,9,100,1,0,0,1,0,12,0,12,1,1,1,0,NA
27,1,6,15,0,0,0,0,0,10,1,0,0,0,0,1,1
21,1,6,15,0,0,0,0,0,4,1,0,1,0,0,1,0
22,1,13,10,0,0,65,1,0,4,1,0,0,0,0,0,1
26,1,13,10,0,0,65,1,0,10,1,0,1,0,0,0,1
25,1,7,37.04999924,0,0,0,0,0,4,1,0,0,0,0,1,1
15,1,5,24.70000076,0,0,5,0,0,4,0,4,0,0,0,0,NA
14,1,10,12.35788441,0,0,0,0,0,4,0,4,0,0,0,0,NA
27,1,6,2.965892315,0,0,0,0,0,10,1,0,0,0,0,1,1
27,1,2,24.70000076,0,0,6,0,0,4,1,0,0,0,0,1,1
14,1,8,6,0,0,0,0,0,4,0,4,0,0,0,0,NA
25,1,4,6,0,0,0,0,0,4,1,0,1,0,0,0,1
14,1,7,6,0,0,0,0,0,7,0,7,0,0,0,1,NA
15,1,5,30,0,0,0,0,0,7,0,10,1,1,1,1,NA
16,1,10,60,1,0,0,0,0,4,0,4,0,0,0,1,NA
24,1,7,10,0,0,0,0,0,4,1,0,0,0,0,1,1
15,1,6,20,0,0,0,0,0,4,0,4,0,0,0,1,NA
19,1,10,15,0,0,3,0,0,4,1,0,1,0,0,1,1
24,1,7,15,0,0,0,0,0,4,1,0,0,0,0,1,0
22,1,3,3,0,0,0,0,0,10,0,10,0,0,0,1,0
15,1,10,10,0,0,19,0,0,4,0,4,0,0,0,0,NA
14,1,5,37.04999924,0,0,10,0,0,7,0,4,0,0,0,1,NA
18,1,7,6,0,0,12,0,0,4,0,4,1,0,0,1,1
15,1,5,2,0,0,0,0,0,15,1,0,0,0,0,1,NA
14,1,6,9.880000114,0,0,0,0,0,7,1,0,0,0,0,0,NA
15,1,5,9,0,0,0,0,0,10,0,7,0,0,0,1,NA
18,1,8,6,0,0,10,0,0,4,1,0,1,0,0,0,0
14,1,5,12,0,0,12,0,0,4,0,4,0,0,0,0,NA
18,1,6,17.29000092,0,0,0,0,0,7,0,7,0,0,0,1,0
14,1,5,12,0,0,0,0,1,0,1,0,1,0,0,0,NA
17,1,18,100,1,52,50,1,1,0,1,0,0,1,0,1,NA
14,1,18,100,1,52,50,1,0,4,0,4,1,1,1,0,NA
20,1,5,6,0,21,10,1,0,7,1,0,1,0,0,0,0
28,1,7,7,0,0,0,0,0,7,1,0,0,0,0,1,1
14,0,7,49.40000153,0,0,0,0,1,0,0,7,1,0,0,0,NA
18,0,7,49.40000153,0,0,0,0,1,0,0,7,1,0,0,1,0
14,1,5,8,0,0,0,0,0,7,1,0,0,0,0,0,NA
15,1,3,4,0,0,0,0,0,4,1,0,1,0,0,0,NA
18,1,5,24.70000076,0,0,0,0,1,0,1,0,0,0,0,1,NA
15,1,5,12.35000038,0,0,0,0,0,7,1,0,0,0,0,0,NA
19,1,7,6,0,0,6,0,0,4,0,4,1,0,0,1,1
30,1,5,5,0,0,0,0,0,4,1,0,0,0,0,1,1
14,1,7,19.76000023,0,0,0,0,1,0,1,0,1,0,0,0,NA
25,1,7,19.76000023,0,0,0,0,1,0,1,0,1,0,0,0,0
14,1,12,24.70000076,0,0,0,0,1,0,1,0,0,0,0,1,NA
28,1,12,24.70000076,0,0,0,0,0,7,0,4,1,0,0,1,0
17,1,12,24.70000076,0,0,0,0,0,4,1,0,1,0,0,0,NA
15,1,12,24.70000076,0,0,0,0,0,12,0,4,0,0,0,0,NA
23,1,4,5,0,0,0,0,0,4,1,0,0,0,0,1,1
16,1,12,24.70000076,0,0,0,0,0,4,0,4,0,0,0,0,NA
25,1,6,5,0,0,0,0,0,7,1,0,0,1,0,1,1
15,1,7,8,0,0,0,0,0,4,1,0,1,1,1,0,NA
30,1,6,8,0,0,6,1,0,12,1,0,0,1,0,1,1
26,1,3,7.409999847,0,0,10,0,0,7,0,10,0,0,0,1,1
17,1,6,4.940000057,0,0,2,0,1,0,1,0,0,0,0,1,0
20,1,5,15,0,0,0,0,0,4,1,0,1,0,0,1,0
18,1,5,15,0,0,0,0,0,4,1,0,1,0,0,1,0
15,1,8,24.70000076,0,0,0,0,0,10,1,0,1,0,0,1,NA
18,1,8,24.70000076,0,0,0,0,0,4,0,4,1,0,0,0,0
14,1,3,4,0,0,0,0,0,7,1,0,0,0,0,0,NA
14,1,7,7,0,0,0,0,0,7,0,4,0,0,0,0,NA
16,1,7,7,0,0,0,0,0,7,0,4,0,0,0,0,NA
25,1,7,7,0,0,0,0,0,7,1,0,0,0,0,1,1
30,1,7,7,0,3,0,0,0,15,0,15,0,0,0,0,0
20,1,4,99,1,0,0,0,0,4,1,0,0,0,0,1,1
25,1,4,99,1,0,0,0,1,0,1,0,0,0,0,0,1
28,1,6,37.04999924,0,0,0,0,0,4,1,0,0,0,0,1,1
14,1,6,37.04999924,0,0,0,0,0,4,1,0,0,0,0,0,NA
19,1,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0
14,1,3,49.40000153,0,0,0,0,0,4,0,7,0,0,0,0,NA
15,1,5,10,0,0,0,0,0,7,1,0,0,0,0,1,NA
28,1,8,15,0,0,10,0,0,10,0,4,0,0,0,0,1
20,1,5,24.70000076,0,0,0,0,0,4,1,0,0,0,0,1,0
21,1,8,6,0,0,5,0,0,7,1,0,0,0,0,1,0
17,1,8,6,0,0,5,0,1,0,1,0,0,0,0,0,0
28,1,6,11,0,0,0,0,0,4,1,0,1,0,0,1,0
19,1,7,7,0,3,0,0,1,0,1,0,0,0,0,1,0
30,1,6,11,0,0,0,0,0,4,1,0,1,0,0,0,0
19,1,6,4,0,0,5,0,1,0,1,0,1,0,0,0,0
27,1,13,12,0,24,20,1,0,4,1,0,0,0,0,1,0
25,1,13,12,0,24,20,1,0,4,0,4,0,0,0,1,0
20,1,13,12,0,24,20,1,0,10,0,4,0,0,0,0,0
28,1,10,50,1,0,0,0,0,12,1,0,0,0,0,0,0
23,1,5,55,1,18,30,1,0,7,0,4,1,0,0,0,0
29,1,4,2,0,3,6,1,0,7,0,4,0,0,0,1,1
15,1,8,10,0,0,0,0,0,4,0,4,0,0,0,1,NA
22,1,15,10,0,0,7,0,0,4,0,4,0,0,0,1,0
18,1,15,4,0,0,10,0,0,7,0,4,0,0,0,0,0
30,1,15,4,0,0,0,0,0,10,0,4,0,0,0,1,1
29,0,4,17.29000092,0,30,10,1,0,4,0,4,1,0,0,1,1
21,1,10,7,0,0,17,1,0,10,0,7,0,0,0,1,1
18,0,7,6,0,0,8,1,0,12,0,10,0,0,0,0,0
25,1,19,30,0,10,15,1,0,10,0,4,0,0,0,1,1
14,1,5,5,0,0,0,0,0,4,0,4,1,1,1,0,NA
17,1,6,5,0,0,20,0,0,7,1,0,0,0,0,0,0
17,0,13,18,0,29,46,1,0,4,1,0,0,0,0,0,0
19,1,8,7.409999847,0,0,6,0,0,10,1,0,1,0,0,0,0
29,1,6,12.35000038,0,8,10,1,0,10,0,4,1,0,0,1,0
22,1,14,100,1,67,87,1,0,7,1,0,0,1,0,1,0
25,1,14,100,1,67,87,1,0,10,0,4,0,0,0,1,1
17,1,2,9.880000114,0,0,0,1,1,0,1,0,1,0,0,0,NA
28,1,8,14.8294611,0,0,0,0,0,4,1,0,1,0,0,0,1
19,1,7,6,0,0,4,1,0,10,1,0,1,0,0,0,0
14,1,7,20,0,0,0,0,0,12,0,7,1,0,0,0,NA
16,1,5,3,0,0,0,0,0,7,0,4,0,0,0,1,NA
20,1,8,60,1,0,0,1,0,7,0,4,0,0,0,0,0
20,1,10,8,0,18,48,1,0,4,1,0,0,0,0,0,1
15,1,10,8,0,18,48,1,0,4,1,0,0,0,0,1,NA
26,1,11,10,0,0,0,0,0,4,1,0,0,0,0,1,0
17,1,11,10,0,0,0,0,0,4,0,4,0,0,0,1,0
14,1,7,4,0,14,16,1,0,7,0,4,0,0,0,0,NA
19,0,7,100,1,0,0,0,0,7,1,0,1,0,0,0,0
20,0,7,100,1,0,0,0,0,7,0,7,1,1,1,1,0
22,1,8,8,0,0,0,0,0,7,1,0,1,0,0,0,1
25,1,8,8,0,0,0,0,0,4,1,0,0,0,0,1,0
15,0,3,30,0,0,0,0,0,7,1,0,1,0,0,1,NA
20,1,5,6,0,26,6,1,0,4,1,0,1,1,1,0,0
26,1,7,100,1,0,0,0,1,0,1,0,1,0,0,1,1
18,1,15,100,1,0,0,1,0,7,1,0,0,0,0,1,0
18,1,4,48,0,8,20,1,0,12,1,0,0,0,0,1,1
30,1,2,3,0,0,12,1,0,4,0,4,0,0,0,0,1
20,1,9,30,0,4,5,0,0,12,1,0,0,1,0,1,1
17,1,5,16,0,0,0,0,0,4,0,4,1,0,0,0,NA
23,1,5,16,0,0,0,0,0,4,1,0,1,0,0,0,0
27,1,13,50,1,0,0,0,0,10,1,0,0,0,0,1,1
18,1,10,18,0,0,15,1,0,10,0,10,1,0,0,1,0
19,1,4,3,0,0,5,0,1,0,1,0,0,0,0,1,0
30,1,10,8,0,0,0,0,0,10,1,0,1,1,1,1,1
14,1,8,15,0,0,0,0,0,4,0,4,0,0,0,0,NA
14,1,4,5,0,0,2,0,0,4,0,4,0,0,0,1,NA
16,1,14,74.09999847,1,0,0,0,0,7,0,4,1,0,0,0,NA
15,1,19,10,0,0,14,0,0,10,0,7,1,0,0,0,NA
23,1,15,35,0,0,18,1,0,4,1,0,1,0,0,1,0
25,1,8,9.880000114,0,0,12,0,0,7,1,0,1,0,0,1,1
22,1,8,5,0,0,0,0,0,4,0,4,1,0,0,1,1
30,1,4,20,0,5,4,1,0,4,1,0,1,0,0,1,1
28,1,5,7,0,2,0,0,0,10,1,0,1,0,0,0,0
14,1,4,0.015818091,0,5,48,0,0,4,1,0,0,0,0,1,NA
28,1,5,8,0,0,0,0,0,4,0,4,1,0,0,1,1
16,1,7,15,0,0,6,0,0,4,1,0,0,0,0,1,NA
30,1,5,24,0,0,0,0,0,4,1,0,1,0,0,1,0
15,1,6,6,0,0,2,0,0,4,1,0,0,0,0,1,NA
27,1,4,15,0,0,15,0,0,4,1,0,0,0,0,1,1
21,1,5,99,1,0,0,0,0,4,1,0,1,0,0,0,0
16,1,13,7,0,0,12,0,0,7,1,0,0,0,0,0,NA
22,0,5,20,0,0,8,0,0,4,1,0,0,1,0,1,1
25,1,8,4,0,31,7,1,0,10,0,4,1,1,1,1,1
26,1,11.10027409,0,0,0,0,0,0,7,0,4,0,0,0,1,1
23,1,7,6,0,0,4,1,0,12,1,0,1,0,0,0,0
22,1,7,37.04999924,0,0,0,0,0,4,1,0,0,0,0,1,0
28,1,8,20,0,30,15,1,0,4,1,0,0,1,0,1,1
19,1,14,1,0,2,30,1,0,4,1,0,0,1,0,0,0
18,1,3,6,0,0,0,0,0,4,1,0,0,1,0,1,1
16,1,11,20,0,0,5,0,0,7,1,0,0,0,0,1,NA
24,1,11,49.40000153,0,0,20,1,0,7,1,0,0,0,0,1,1
14,1,12,10,0,50,35,1,0,10,0,10,0,1,0,0,NA
26,1,6,5,0,0,0,0,0,10,0,4,0,0,0,0,1
22,1,6,5,0,0,0,0,0,15,0,4,0,0,0,1,1
18,1,14,7.909046173,0,60,17,1,0,4,0,4,0,0,0,0,0
17,0,7,100,1,0,0,0,0,4,1,0,1,0,0,0,0
17,1,12,8.304498672,0,0,0,0,0,4,0,4,0,0,0,0,0
26,1,20,2,0,32,26,1,0,4,1,0,0,0,0,1,1
14,1,7,6,0,0,12,0,0,4,0,4,0,0,0,1,NA
17,1,3,1,0,0,9,1,0,10,1,0,0,0,0,1,NA
19,1,8,30,0,0,33,0,0,4,0,4,0,0,0,1,0
24,1,10,19.76000023,0,0,0,0,0,10,0,4,0,0,0,1,1
28,1,8,20,0,2,2,0,0,4,1,0,0,0,0,0,0
17,1,9,20,0,0,0,0,1,0,0,4,0,0,0,1,1
21,1,4,4,0,0,0,0,0,12,0,4,1,1,1,0,0
17,1,20,20,0,15,18,1,1,0,1,0,0,0,0,1,0
24,1,16,100,1,21,15,1,0,7,0,4,0,0,0,0,0
15,1,8,100,1,10,14,1,1,0,1,0,0,0,0,0,NA
16,1,6,49.40000153,0,50,80,1,0,4,1,0,1,0,0,0,NA
20,1,7,14.81999969,0,4,4,0,0,10,0,10,1,0,0,1,0
20,1,18,100,1,52,50,1,1,0,1,0,0,0,0,0,1
18,1,6,12,0,18,11,1,0,15,1,0,0,0,0,0,0
20,1,6,50,1,18,7,1,0,4,1,0,1,0,0,0,0
18,1,11,7,0,45,54,1,0,4,1,0,1,0,0,1,0
16,1,6,5,0,5,0,1,0,10,1,0,1,0,0,1,NA
25,1,12,20,0,20,24,1,0,4,0,7,0,0,0,1,1
15,1,7,100,1,0,5,0,0,12,0,7,1,0,0,1,NA
18,1,7,28,0,0,0,0,0,7,0,4,0,0,0,1,0
22,1,11,25,0,35,7,1,0,4,1,0,0,0,0,1,0
28,0,9,12,0,6,6,1,0,10,0,15,1,0,0,0,0
26,1,12,29.63999939,0,4,0,1,0,4,1,0,0,0,0,0,1
16,0,14,50,1,0,200,1,0,12,0,7,0,0,0,0,NA
22,1,8,7.414730549,0,0,27,0,0,4,0,4,0,0,0,0,1
16,1,7,6,0,0,6,0,0,7,0,4,0,0,0,0,NA
24,1,8,10,0,0,0,0,1,0,1,0,1,0,0,1,1
22,1,10,24.70000076,0,0,0,0,0,4,1,0,0,0,0,1,1
18,1,4,6,0,0,0,0,0,7,0,4,1,0,0,1,NA
30,0,11,20,0,2,20,1,0,10,1,0,0,0,0,1,1
23,1,8,4.940000057,0,0,0,0,0,7,0,4,1,0,0,1,1
24,1,5,4,0,0,10,0,0,10,1,0,1,0,0,1,1
19,1,11,20,0,0,5,0,0,10,0,7,1,0,0,1,1
21,1,9,8,0,0,0,0,0,7,0,7,1,0,0,0,1
25,1,8.707444191,0,0,0,0,0,0,4,1,0,1,0,0,1,0
20,1,9,10,0,0,8,1,0,4,1,0,0,0,0,1,1
14,1,14,100,1,5,28,1,0,7,0,4,1,0,0,0,NA
14,0,15,8,0,0,19,1,0,10,0,4,0,0,0,1,NA
28,1,7,14.81999969,0,0,0,0,0,7,1,0,0,1,0,0,1
20,1,7,8,0,0,0,1,0,7,0,4,0,0,0,1,0
30,1,7,7.909046173,0,0,0,0,0,4,1,0,1,0,0,0,1
24,0,7,2,0,4,0,0,0,4,1,0,1,1,1,1,1
17,1,9,98,1,130,18,1,0,7,1,0,0,0,0,1,NA
28,1,9,98,1,130,18,1,0,10,1,0,0,0,0,0,0
24,1,9,98,1,130,18,1,0,7,1,0,0,0,0,1,0
27,1,13,100,1,0,0,0,0,4,1,0,1,0,0,1,1
15,1,10,29.63999939,0,6,30,1,0,7,0,4,0,0,0,1,NA
21,1,5,4,0,0,10,0,0,10,0,4,1,0,0,1,1
16,1,9,3,0,0,0,0,0,4,0,4,0,0,0,1,NA
28,1,20,2,0,32,26,1,0,4,1,0,0,0,0,1,1
21,1,13,12,0,24,20,1,0,7,0,4,0,0,0,0,0
16,1,9,2,0,80,40,1,0,4,0,10,1,0,0,0,NA
19,1,7,9,0,0,4,0,0,12,0,7,1,0,0,1,0
29,1,2,0.008897677,0,0,0,0,0,4,1,0,0,0,0,0,1
15,1,4,20,0,0,12,0,0,15,0,4,1,0,0,1,NA
30,1,2,0.000988631,0,0,0,0,0,4,1,0,0,0,0,0,0
18,1,9,14.8294611,0,0,20,0,0,10,0,4,0,0,0,0,0
27,1,12,99,1,0,0,0,0,4,0,4,0,0,0,0,1
26,1,15,35,0,0,18,1,0,7,0,10,1,1,1,0,1
30,1,7,5,0,0,0,0,0,4,1,0,1,0,0,1,0
25,1,7,5,0,0,0,0,0,4,1,0,1,0,0,1,1
25,1,13,7,0,0,12,0,0,10,1,0,0,0,0,0,1
26,1,13,7,0,0,12,0,0,10,1,0,0,0,0,0,0
15,1,9,50,1,0,20,1,0,7,0,4,0,0,0,0,NA
14,1,8,7.414730549,0,0,27,0,0,4,1,0,0,0,0,0,NA
20,0,9,6,0,0,17,0,0,12,0,4,0,0,0,1,0
21,1,8,99,1,0,0,0,0,12,0,4,0,0,0,1,0
22,1,14,7,0,8,30,1,0,4,1,0,1,0,0,0,0
23,0,9,12,0,6,6,1,0,10,0,12,0,0,0,0,0
23,1,7,20,0,50,30,1,0,7,1,0,1,0,0,1,0
14,1,8,5,0,0,0,0,0,7,0,4,0,0,0,1,NA
28,1,2,5,0,0,0,0,1,0,1,0,1,0,0,0,0
27,1,5,9,0,0,3,1,0,4,1,0,0,0,0,1,1
18,1,8,8,0,1,18,1,0,4,1,0,0,0,0,0,0
15,1,18,20,0,20,36,1,1,0,1,0,0,0,0,1,NA
22,1,6,12,0,0,5,0,0,4,1,0,0,0,0,0,0
28,0,7,2.372713804,0,0,15,0,0,7,1,0,0,0,0,0,1
15,1,9,2,0,80,40,1,0,10,0,10,1,0,0,0,NA
14,0,8,1,0,0,0,0,0,4,1,0,0,0,0,1,NA
28,1,7,14.81999969,0,0,40,1,0,10,0,4,1,0,0,1,0
24,1,5,3,0,0,0,0,1,0,1,0,1,1,1,1,1
24,1,7,100,1,0,5,0,0,12,1,0,1,0,0,1,0
14,1,14,15,0,50,105,1,1,0,1,0,1,1,1,0,NA
19,0,8,2,0,0,0,0,0,7,1,0,0,0,0,0,0
28,1,6,37.04999924,0,0,0,0,0,10,0,7,1,0,0,0,0
18,1,9,10,0,0,2,1,0,7,0,4,0,0,0,0,0
20,1,4,21,0,0,0,0,1,0,0,4,1,0,0,1,0
19,1,5,14.81999969,0,0,0,0,0,10,0,7,0,0,0,0,0
21,0,6,19.76000023,0,0,0,0,0,12,0,4,1,1,1,1,0
27,1,4,25,0,0,0,0,0,4,1,0,1,0,0,1,0
20,1,3,12.35000038,0,0,0,0,0,10,0,10,1,1,1,0,0
25,1,8,40,0,0,3,0,0,4,1,0,1,1,1,0,0
26,1,9,19.76000023,0,0,8,0,0,7,1,0,0,0,0,0,0
15,1,4,34.58000183,0,0,0,0,0,12,0,4,1,0,0,0,NA
26,0,15,100,1,0,0,0,0,7,0,4,1,1,1,0,1
23,1,7,20,0,0,0,0,0,7,0,4,1,0,0,1,0
30,1,5,6,0,0,0,0,1,0,1,0,1,1,1,0,0
23,1,8,14.81999969,0,8,12,1,0,7,0,4,1,0,0,1,0
27,1,9,14.81999969,0,0,10,1,0,4,0,4,0,0,0,1,1
14,1,8,8,0,7,2,1,0,4,1,0,0,0,0,0,NA
14,1,9,10,0,0,0,0,0,4,0,4,0,0,0,0,NA
14,1,6,20,0,1,13,0,0,7,0,4,1,1,1,0,NA
22,1,12,3,0,0,12,0,0,7,0,4,0,0,0,0,0
15,1,28,6,0,0,20,1,0,10,0,4,0,0,0,0,NA
25,1,7,8,0,0,40,1,0,4,1,0,0,0,0,1,1
25,0,19,20,0,100,5,1,0,4,1,0,1,0,0,1,0
15,1,18,100,1,52,50,1,0,4,1,0,1,1,1,1,NA
16,1,14,0,0,0,0,0,0,7,0,4,1,1,1,1,NA
28,1,13,100,1,0,0,0,0,15,0,12,0,1,0,0,1
15,0,9,18,0,200,20,1,0,7,0,4,0,0,0,0,NA
23,1,20,20,0,15,18,1,0,4,0,4,0,0,0,1,NA
26,0,19,20,0,100,5,1,0,10,1,0,1,0,0,1,0
15,1,7,20,0,50,30,1,0,4,1,0,0,0,0,1,NA
17,0,14,4,0,20,14,1,0,4,0,4,0,0,0,1,NA
19,1,6,6,0,16,27,1,0,4,0,4,0,0,0,0,0
25,1,3,14.81999969,0,5,11,1,0,7,0,4,1,0,0,0,1
28,1,8,99,1,0,0,0,0,4,0,4,1,0,0,1,1
18,0,8,2,0,0,0,0,0,10,0,4,0,0,0,1,0
22,1,13,10,0,0,65,1,0,4,0,4,1,0,0,1,1
22,1,6,11.86356926,0,0,0,0,1,0,1,0,0,0,0,1,1
22,1,6,5,0,0,0,0,0,7,0,4,0,1,0,0,0
16,1,7,21,0,0,0,0,0,10,0,4,0,0,0,1,NA
19,1,11,12.35000038,0,0,0,0,0,7,0,7,0,0,0,1,0
24,1,28,6,0,0,20,1,0,10,1,0,0,0,0,0,1
30,1,15,100,1,6,12,1,0,10,0,4,1,0,0,0,1
28,0,14,50,1,0,200,1,0,10,1,0,0,0,0,0,0
27,1,6,6,0,0,0,0,0,10,1,0,1,0,0,0,0
20,1,6,10,0,0,2,0,0,7,1,0,0,0,0,1,1
19,1,5,19,0,0,0,1,0,7,1,0,1,1,1,1,1
20,1,8,20,0,25,35,1,0,4,1,0,0,0,0,0,0
